article_id,title,journal,pub_year,times_cited,doi,study_type_2,fieldstudy_country,affiliation,affiliation_country
115,The trophic ecology of Caribbean reef sharks (Carcharhinus perezi) relative to other large teleost predators on an isolated coral atoll,MARINE BIOLOGY,2018,1,10.1007/s00227-018-3322-2,Field-based,Belize,"Florida Int Univ, Dept Biol Sci, 3000 NE 151st St, North Miami, SUNY Stony Brook, Sch Marine & Atmospher Sci, Stony Brook",United States
116,Responses of coral reef community metabolism in flumes to ocean acidification,MARINE BIOLOGY,2018,1,10.1007/s00227-018-3324-0,Field-based,French Polynesia,"Calif State Univ Northridge, Dept Biol, 18111 Nordhoff St, Northridge",United States
117,In hot water: sustained ocean warming reduces survival of a low-latitude coral reef fish,MARINE BIOLOGY,2018,3,10.1007/s00227-018-3333-z,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Dept Marine Biol & Aquaculture, Coll Sci & Engn, Townsville, Qld 4811",Australia
120,Effect of elevated CO2 and small boat noise on the kinematics of predator - prey interactions,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,0,10.1098/rspb.2017.2650,Field-based,Australia,"James Cook Univ, Coll Sci & Engn, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Dept Marine Biol & Aquaculture, Townsville, Qld 4811",Australia
121,Mobile marine predators: an understudied source of nutrients to coral reefs in an unfished atoll,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,3,10.1098/rspb.2017.2456,Field-based,United States,"Imperial Coll London, Dept Life Sci, Silwood Pk Campus,Buckhurst Rd, Ascot SL5 7PY, Berks",United Kingdom
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,1,10.1098/rspb.2017.2447,Field-based,Australia,"Univ Montreal, Dept Sci Biol, Montreal, PQ, Univ Neuchatel, Inst Biol, Neuchatel, Univ Queensland, Sch Biol Sci, St Lucia, Qld","Canada, Switzerland, Australia"
125,"Shifting gears: Diversification, intensification, and effort increases in small-scale fisheries (1950-2010)",PLOS ONE,2018,1,10.1371/journal.pone.0190232,Field-based,Philippines,"Univ British Columbia, Forest & Conservat Sci, Vancouver, BC, Univ British Columbia, Inst Oceans & Fisheries, Project Seahorse, Vancouver, BC",Canada
129,Funding Conservation Locally: Insights from Behavioral Experiments in Indonesia,CONSERVATION LETTERS,2018,1,10.1111/conl.12378,Field-based,Indonesia,"Jacobs Univ, Dept Econ & Business, Bremen, Leibniz Ctr Trop Marine Res ZMT, Bremen",Germany
130,"Diel CO2 cycles do not modify juvenile growth, survival and otolith development in two coral reef fish under ocean acidification",MARINE BIOLOGY,2018,3,10.1007/s00227-018-3311-5,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Townsville, Qld 4811",Australia
132,Parasite infestation increases on coral reefs without cleaner fish,CORAL REEFS,2018,3,10.1007/s00338-017-1628-z,Field-based,Australia,"Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072",Australia
133,Complete and rapid reversal of the body color pattern in juveniles of the convict surgeonfish Acanthurus triostegus at Moorea Island (French Polynesia),CORAL REEFS,2018,1,10.1007/s00338-017-1631-4,Field-based,French Polynesia,"PSL Res Univ, EPHE, UPVD, CNRS,USR3278,CRIOBE, BP 1013, F-98729 Moorea, French Polynesi, UPMC, UMR7232, CNRS, OOB, 1 Ave Pierre Fabre, F-66650 Banyuls Sur Mer",France
134,Benthic habitat and fish assemblage structure from shallow to mesophotic depths in a storm-impacted marine protected area,CORAL REEFS,2018,2,10.1007/s00338-017-1635-0,Field-based,Philippines,"James Cook Univ, Coll Sci & Engn, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Silliman Univ, Angelo King Ctr Res & Environm Management, Dumaguete 6200, Negros","Australia, Philippines"
135,Multiscale change in reef coral species diversity and composition in the Tropical Eastern Pacific,CORAL REEFS,2018,0,10.1007/s00338-017-1637-y,Field-based,Panama,"McGill Univ, Dept Biol, 1205 Docteur Penfield, Montreal, PQ H3A 1B1, Smithsonian Trop Res Inst, POB 0843-03092, Balboa, Ancon","Canada, Panama"
136,"Acoustic and biological trends on coral reefs off Maui, Hawaii",CORAL REEFS,2018,1,10.1007/s00338-017-1638-x,Field-based,United States,"Woods Hole Oceanog Inst, Dept Biol, Woods Hole",United States
137,Mesopredator trophodynamics on thermally stressed coral reefs,CORAL REEFS,2018,2,10.1007/s00338-017-1639-9,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
139,Mesophotic coral-reef environments depress the reproduction of the coral Paramontastraea peresi in the Red Sea,CORAL REEFS,2018,1,10.1007/s00338-017-1648-8,Field-based,Israel,"Tel Aviv Univ, Sch Zool, George S Wise Fac Life Sci, IL-69978 Tel Aviv",Israel
140,Hypoxia tolerance in coral-reef triggerfishes (Balistidae),CORAL REEFS,2018,1,10.1007/s00338-017-1649-7,Field-based,United States,"Hawaii Pacific Univ, Dept Nat Sci, 45-045 Kamehameha Hwy, Kaneohe",United States
142,Long-term growth rates and effects of bleaching in Acropora hyacinthus,CORAL REEFS,2018,1,10.1007/s00338-018-1656-3,Field-based,American Samoa,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles",United States
143,"The relative importance of regional, local, and evolutionary factors structuring cryptobenthic coral-reef assemblages",CORAL REEFS,2018,3,10.1007/s00338-018-1657-2,Field-based,French Polynesia,"World Wildlife Fund, Oceans Conservat, 1250 24th St NW, Washington",United States
143,"The relative importance of regional, local, and evolutionary factors structuring cryptobenthic coral-reef assemblages",CORAL REEFS,2018,3,10.1007/s00338-018-1657-2,Field-based,Indonesia,"World Wildlife Fund, Oceans Conservat, 1250 24th St NW, Washington",United States
143,"The relative importance of regional, local, and evolutionary factors structuring cryptobenthic coral-reef assemblages",CORAL REEFS,2018,3,10.1007/s00338-018-1657-2,Field-based,"Micronesia, Federated States of","World Wildlife Fund, Oceans Conservat, 1250 24th St NW, Washington",United States
145,Shifted Baselines Reduce Willingness to Pay for Conservation,FRONTIERS IN MARINE SCIENCE,2018,0,10.3389/fmars.2018.00048,Field-based,Japan,"Colby Coll, Environm Studies Program, Waterville",United States
146,Coral reef fishes exhibit beneficial phenotypes inside marine protected areas,PLOS ONE,2018,0,10.1371/journal.pone.0193426,Field-based,Philippines,"Florida Inst Technol, Dept Biol Sci, Melbourne",United States
148,Using Seawater to Document Coral-Zoothanthella Diversity: A New Approach to Coral Reef Monitoring Using Environmental DNA,FRONTIERS IN MARINE SCIENCE,2018,1,10.3389/fmars.2018.00028,Field-based,Japan,"Univ Tokyo, Atmosphere & Ocean Res Inst, Chiba",Japan
150,"Contrasting Responses in the Niches of Two Coral Reef Herbivores Along a Gradient of Habitat Disturbance in the Spermonde Archipelago, Indonesia",FRONTIERS IN MARINE SCIENCE,2018,1,10.3389/fmars.2018.00032,Field-based,Indonesia,"Leibniz Ctr Trop Marine Res, Bremen, Tech Univ Denmark, Ctr Ocean Life, Charlottenlund","Germany, Denmark"
151,"Spatio-Temporal Patterns in the Coral Reef Communities of the Spermonde Archipelago, 2012-2014, II: Fish Assemblages Display Structured Variation Related to Benthic Condition",FRONTIERS IN MARINE SCIENCE,2018,4,10.3389/fmars.2018.00036,Field-based,Indonesia,"Leibniz Ctr Trop Marine Res ZMT, Ecol Dept, Bremen, Tech Univ Denmark, Natl Inst Aquat Resources DTU Aqua, Ctr Ocean Life, Lyngby, Univ Bremen, Fac Biol & Chem FB2, Bremen","Germany, Denmark"
152,"Spatio-Temporal Patterns in Coral Reef Communities of the Spermonde Archipelago, 2012-2014, I: Comprehensive Reef Monitoring of Water and Benthic Indicators Reflect Changes in Reef Health",FRONTIERS IN MARINE SCIENCE,2018,5,10.3389/fmars.2018.00033,Field-based,Indonesia,"Leibniz Ctr Trop Marine Res, Bremen",Germany
154,Seasonal dynamics of the juvenile fish community structure in the Maowei Sea mangroves,PLOS ONE,2018,0,10.1371/journal.pone.0192426,Field-based,China,"Guangxi Univ, Nanning, Guangxi Provinc, Guilin Univ Technol, Coll Environm Sci & Engn, Guilin, Guangxi Provinc",Peoples R China
156,Winners and Losers in Area-Based Management of a Small-Scale Fishery in the Colombian Pacific,FRONTIERS IN MARINE SCIENCE,2018,0,10.3389/fmars.2018.00023,Field-based,Colombia,"Fdn Talking Oceans, Bogota, Univ York, Environm Dept, York, N Yorkshire","Colombia, United Kingdom"
160,Space and time matter in social-ecological vulnerability assessments,MARINE POLICY,2018,1,10.1016/j.marpol.2017.11.027,Field-based,French Polynesia,"Lab Excellence CORAIL, Perpignan, Museum Natl Hist Nat, MNHN IRD, UMR208, PALOC, F-75231 Paris, Pontificia Univ Catolica Chile, Ctr Conservac Marina, Fac Ciencias, Alameda 340, Santiago, Pontificia Univ Catolica Chile, Fac Ciencias, Ctr Appl Ecol & Sustainabil CAPES, Alameda 340, Santiago, PSL Res Univ, CRIOBE, USR3278, Natl Ctr Sci Res,CNRS EPHE UPVD, Perpignan","France, Chile"
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,1,10.1371/journal.pone.0191448,Field-based,Portugal,"CORDIO East Africa, Mombasa, Univ Oxford, Dept Zool, Oxford","Kenya, United Kingdom"
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,1,10.1371/journal.pone.0191448,Field-based,United Kingdom,"CORDIO East Africa, Mombasa, Univ Oxford, Dept Zool, Oxford","Kenya, United Kingdom"
167,Comparative metabolic ecology of tropical herbivorous echinoids on a coral reef,PLOS ONE,2018,1,10.1371/journal.pone.0190470,Field-based,United States,"Univ Calif Davis, Dept Wildlife Fish & Conservat Biol, Davis, Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, San Diego",United States
169,"The ""Tracked Roaming Transect"" and distance sampling methods increase the efficiency of underwater visual censuses",PLOS ONE,2018,2,10.1371/journal.pone.0190990,Field-based,Spain,"Consejo Nacl Invest Cient & Tecn CCT CENPAT CONICE, Ctr Estudio Sistemas Marinos CESIMAR, Blvd Brown, Puerto Madryn, Chubut",Argentina
173,Coral reef degradation alters the isotopic niche of reef fishes,MARINE BIOLOGY,2017,1,10.1007/s00227-017-3272-0,Field-based,New Caledonia,"Univ Nouvelle Caledonie, Inst ISEA, EA 7484, BP R4, Noumea 98851, Univ Nouvelle Caledonie, LabEx Corail, BP R4, Noumea 98851",New Caledonia
176,Complex and interactive effects of ocean acidification and temperature on epilithic and endolithic coral-reef turf algal assemblages,CORAL REEFS,2017,3,10.1007/s00338-017-1597-2,Field-based,French Polynesia,"Smithsonian Trop Res Inst, Apartado Balboa, Ancon 084303092, Univ Calif San Diego, Ctr Marine Biodivers & Conservat, Scripps Inst Oceanog, 9500 Gilman Dr, San Diego","Panama, United States"
177,High prevalence of homing behaviour among juvenile coral-reef fishes and the role of body size,CORAL REEFS,2017,2,10.1007/s00338-017-1600-y,Field-based,Australia,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Marine Biol & Ecol, Townsville, Qld 4811",Australia
178,Age and intraspecific diversity of resilient Acropora communities in Belize,CORAL REEFS,2017,1,10.1007/s00338-017-1602-9,Field-based,Belize,"Washington & Lee Univ, Dept Biol, 204 W Washington St, Lexington",United States
179,Shelter use by large reef fishes: long-term occupancy and the impacts of disturbance,CORAL REEFS,2017,6,10.1007/s00338-017-1604-7,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Townsville, Qld 4811",Australia
180,"Effects of CO2-driven acidification of seawater on the calcification process in the calcareous hydrozoan Millepora alcicornis (Linnaeus, 1758)",CORAL REEFS,2017,3,10.1007/s00338-017-1605-6,Field-based,Brazil,"Univ Fed Rio Grande, Inst Oceanog, Av Italia Km 8, BR-96203900 Rio Grande, RS",Brazil
181,"Biology and ecology of the vulnerable holothuroid, Stichopus herrmanni, on a high-latitude coral reef on the Great Barrier Reef",CORAL REEFS,2017,1,10.1007/s00338-017-1606-5,Field-based,Australia,"Univ Sydney, Sch Med Sci, Sydney, NSW 2006",Australia
182,"Backreef and beach carbonate sediments of the Red Sea, Saudi Arabia: impacts of reef geometry and currents on sediment composition",CORAL REEFS,2017,0,10.1007/s00338-017-1607-4,Field-based,Saudi Arabia,"Florida Gulf Coast Univ, UA Whitaker Coll Engn, 10501 FGCU Blvd South, Ft Myers",United States
184,Assessing the utility of eDNA as a tool to survey reef-fish communities in the Red Sea,CORAL REEFS,2017,6,10.1007/s00338-017-1618-1,Field-based,Saudi Arabia,"Curtin Univ, Dept Environm & Agr, Trace & Environm DNA Lab, Perth, WA 6102",Australia
186,Social structure affects mating competition in a damselfish,CORAL REEFS,2017,0,10.1007/s00338-017-1623-4,Field-based,Australia,"Norwegian Univ Sci & Technol, Dept Biol, N-7491 Trondheim",Norway
187,Some anemonefish lack personality: a comparative assessment of behavioral variation and repeatability in relation to environmental and social factors,CORAL REEFS,2017,1,10.1007/s00338-017-1625-2,Field-based,Australia,"Univ Wollongong, Sch Biol Sci, Ctr Sustainable Ecosyst Solut, Northfields Ave, Wollongong, NSW 2522",Australia
188,Production of three symbiosis-related fatty acids by Symbiodinium types in clades A-F associated with marine invertebrate larvae,CORAL REEFS,2017,3,10.1007/s00338-017-1627-0,Field-based,Brazil,"Univ Sao Paulo, Oceanog Inst, Praca Oceanog 191, BR-05508120 Sao Paulo, SP",Brazil
190,Conventional and technical diving surveys reveal elevated biomass and differing fish community composition from shallow and upper mesophotic zones of a remote United States coral reef,PLOS ONE,2017,1,10.1371/journal.pone.0188598,Field-based,United States,"NOAA, Natl Marine Fisheries Serv, Southeast Fisheries Sci Ctr, Beaufort Lab, Beaufort",United States
191,Altered juvenile fish communities associated with invasive Halophila stipulacea seagrass habitats in the US Virgin Islands,PLOS ONE,2017,1,10.1371/journal.pone.0188386,Field-based,United States Virgin Islands,"Univ Virgin Islands, Ctr Marine & Environm Studies, St Thomas",United States
193,Detecting conservation benefits of marine reserves on remote reefs of the northern GBR,PLOS ONE,2017,1,10.1371/journal.pone.0186146,Field-based,Australia,"Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, Brisbane, Qld",Australia
196,A deep transcriptomic resource for the copepod crustacean Labidocera madurae: A potential indicator species for assessing near shore ecosystem health,PLOS ONE,2017,5,10.1371/journal.pone.0186794,Field-based,United States,"Univ Hawaii Manoa, Bekesy Lab Neurobiol, Honolulu",United States
201,"Extreme passive acoustic telemetry detection variability on a mesophotic coral reef, United States Virgin Islands",MARINE BIOLOGY,2017,0,10.1007/s00227-017-3213-y,Field-based,United States Virgin Islands,"Univ Virgin Isl, Ctr Marine & Environm Studies, 2 John Brewers Bay, St Thomas",United States
203,The economic contribution of the muck dive industry to tourism in Southeast Asia,MARINE POLICY,2017,7,10.1016/j.marpol.2017.05.033,Field-based,Indonesia,"Curtin Univ, Dept Environm & Agr, Perth, WA",Australia
203,The economic contribution of the muck dive industry to tourism in Southeast Asia,MARINE POLICY,2017,7,10.1016/j.marpol.2017.05.033,Field-based,Philippines,"Curtin Univ, Dept Environm & Agr, Perth, WA",Australia
204,Submerged oceanic shoals of north Western Australia are a major reservoir of marine biodiversity,CORAL REEFS,2017,1,10.1007/s00338-017-1564-y,Field-based,Australia,"Australian Inst Marine Sci, Indian Ocean Marine Res Ctr, 35 Stirling Highway, Perth, WA 6009, CSIRO, Oceans & Atmosphere Flagship, PMB 5, Floreat, WA 6014, Curtin Univ, Dept Environm & Agr, Bentley Campus, Bentley, WA 6102, Univ Western Australia, Sch Earth & Environm, 35 Stirling Highway, Crawley, WA 6009",Australia
206,Changes in mesophotic reef fish assemblages along depth and geographical gradients in the Northwestern Hawaiian Islands,CORAL REEFS,2017,0,10.1007/s00338-017-1569-6,Field-based,United States,"Natl Ocean Serv, Papahanaumokuakea Marine Natl Monument, NOAA, Honolulu, Univ Hawaii, Joint Inst Marine & Atmospher Res, Honolulu",United States
207,Reef-fish larval dispersal patterns validate no-take marine reserve network connectivity that links human communities,CORAL REEFS,2017,2,10.1007/s00338-017-1570-0,Field-based,Philippines,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Coll Sci & Engn, Townsville, Qld, Silliman Univ, Angelo King Ctr Res & Environm Management SUAKCRE, Dumaguete","Australia, Philippines"
209,The distribution and abundance of reef-associated predatory fishes on the Great Barrier Reef,CORAL REEFS,2017,3,10.1007/s00338-017-1573-x,Field-based,Australia,"Australian Inst Marine Sci, Townsville Mail Ctr, PMB 3, Townsville, Qld 4810",Australia
210,Localised hydrodynamics influence vulnerability of coral communities to environmental disturbances,CORAL REEFS,2017,5,10.1007/s00338-017-1576-7,Field-based,Australia,"Marine Sci Program, Sci & Conservat Div, Dept Pk & Wildlife, Kensington, WA",Australia
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Bahamas,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Belize,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Brazil,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Colombia,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Curacao,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Jamaica,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Mexico,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Panama,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Trinidad and Tobago,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,United States,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,Venezuela (Bolivarian Republic of),"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico
214,"Fitness consequences of habitat variability, trophic position, and energy allocation across the depth distribution of a coral-reef fish",CORAL REEFS,2017,2,10.1007/s00338-017-1587-4,Field-based,United States,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Dept Marine Biol & Ecol, 4600 Rickenbacker Causeway, Miami",United States
215,Benthic Crustacea from tropical and temperate reef locations: differences in assemblages and their relationship with habitat structure,CORAL REEFS,2017,1,10.1007/s00338-017-1588-3,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld, James Cook Univ, Coll Sci & Engn, Townsville, Qld",Australia
215,Benthic Crustacea from tropical and temperate reef locations: differences in assemblages and their relationship with habitat structure,CORAL REEFS,2017,1,10.1007/s00338-017-1588-3,Field-based,New Zealand,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld, James Cook Univ, Coll Sci & Engn, Townsville, Qld",Australia
217,Terrigenous sediment-dominated reef platform infilling: an unexpected precursor to reef island formation and a test of the reef platform size island age model in the Pacific,CORAL REEFS,2017,1,10.1007/s00338-017-1592-7,Field-based,Australia,"Univ Exeter, Coll Life & Environm Sci, Geog, Exeter EX4 4RJ, Devon",United Kingdom
218,"Marine protected areas increase temporal stability of community structure, but not density or diversity, of tropical seagrass fish communities",PLOS ONE,2017,0,10.1371/journal.pone.0183999,Field-based,"Tanzania, United Republic Of","Stockholm Univ, Dept Ecol Environm & Plant Sci, Stockholm",Sweden
221,"Community- and government-managed marine protected areas increase fish size, biomass and potential value",PLOS ONE,2017,2,10.1371/journal.pone.0182342,Field-based,Kenya,"Stockholm Univ, Dept Ecol Environm & Plant Sci DEEP, Stockholm",Sweden
