article_id,title,journal,pub_year,times_cited,doi,study_type_2,affiliation,affiliation_country,affiliation_airport,affiliation_airport_code,fieldstudy_country,field_study_location,field_airport,field_airport_code
117,In hot water: sustained ocean warming reduces survival of a low-latitude coral reef fish,MARINE BIOLOGY,2018,3,10.1007/s00227-018-3333-z,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Dept Marine Biol & Aquaculture, Coll Sci & Engn, Townsville, Qld 4811",Australia,Townsville,TSV,Australia,New South Wales,Sydney Airport,SYD
120,Effect of elevated CO2 and small boat noise on the kinematics of predator - prey interactions,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,0,10.1098/rspb.2017.2650,Field-based,"James Cook Univ, Coll Sci & Engn, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Dept Marine Biol & Aquaculture, Townsville, Qld 4811",Australia,Townsville,TSV,Australia,northern Great Barrier Reef,Cairns,CNS
121,Mobile marine predators: an understudied source of nutrients to coral reefs in an unfished atoll,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,3,10.1098/rspb.2017.2456,Field-based,"Imperial Coll London, Dept Life Sci, Silwood Pk Campus,Buckhurst Rd, Ascot SL5 7PY, Berks",United Kingdom,Berks,RDG,United States,Kiribati,Bonriki International Airport,TRW
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,1,10.1098/rspb.2017.2447,Field-based,"Univ Montreal, Dept Sci Biol, Montreal, PQ, Univ Neuchatel, Inst Biol, Neuchatel, Univ Queensland, Sch Biol Sci, St Lucia, Qld","Canada, Switzerland, Australia",NA,BNE,Australia,NA,NA,NA
125,"Shifting gears: Diversification, intensification, and effort increases in small-scale fisheries (1950-2010)",PLOS ONE,2018,1,10.1371/journal.pone.0190232,Field-based,"Univ British Columbia, Forest & Conservat Sci, Vancouver, BC, Univ British Columbia, Inst Oceans & Fisheries, Project Seahorse, Vancouver, BC",Canada,Vancouver,YVR,Philippines,Danajon Bank,Tagbilaran Airport,TAG
129,Funding Conservation Locally: Insights from Behavioral Experiments in Indonesia,CONSERVATION LETTERS,2018,1,10.1111/conl.12378,Field-based,"Jacobs Univ, Dept Econ & Business, Bremen, Leibniz Ctr Trop Marine Res ZMT, Bremen",Germany,Bremen,BRE,Indonesia,South East Sulawesi,Haluoleo Airport,KDI
130,"Diel CO2 cycles do not modify juvenile growth, survival and otolith development in two coral reef fish under ocean acidification",MARINE BIOLOGY,2018,3,10.1007/s00227-018-3311-5,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
132,Parasite infestation increases on coral reefs without cleaner fish,CORAL REEFS,2018,3,10.1007/s00338-017-1628-z,Field-based,"Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072",Australia,Brisbane,BNE,Australia,northern Great Barrier Reef,Cairns,CNS
133,Complete and rapid reversal of the body color pattern in juveniles of the convict surgeonfish Acanthurus triostegus at Moorea Island (French Polynesia),CORAL REEFS,2018,1,10.1007/s00338-017-1631-4,Field-based,"PSL Res Univ, EPHE, UPVD, CNRS,USR3278,CRIOBE, BP 1013, F-98729 Moorea, French Polynesi, UPMC, UMR7232, CNRS, OOB, 1 Ave Pierre Fabre, F-66650 Banyuls Sur Mer",France,Moorea,MOZ,French Polynesia,Moorea,Fa'a'ā International Airport,PPT
134,Benthic habitat and fish assemblage structure from shallow to mesophotic depths in a storm-impacted marine protected area,CORAL REEFS,2018,2,10.1007/s00338-017-1635-0,Field-based,"James Cook Univ, Coll Sci & Engn, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Silliman Univ, Angelo King Ctr Res & Environm Management, Dumaguete 6200, Negros","Australia, Philippines",Townsville,TSV,Philippines,Dumaguete,Dumaguete Airport,DGT
135,Multiscale change in reef coral species diversity and composition in the Tropical Eastern Pacific,CORAL REEFS,2018,0,10.1007/s00338-017-1637-y,Field-based,"McGill Univ, Dept Biol, 1205 Docteur Penfield, Montreal, PQ H3A 1B1, Smithsonian Trop Res Inst, POB 0843-03092, Balboa, Ancon","Canada, Panama",Montreal,YUL,Panama,Gulf of Panama,"Río Hato Airport,",RIH
136,"Acoustic and biological trends on coral reefs off Maui, Hawaii",CORAL REEFS,2018,1,10.1007/s00338-017-1638-x,Field-based,"Woods Hole Oceanog Inst, Dept Biol, Woods Hole",United States,Falmouth,BOS,United States,Maui,Kahului Airport,OGG
137,Mesopredator trophodynamics on thermally stressed coral reefs,CORAL REEFS,2018,2,10.1007/s00338-017-1639-9,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,Townsville,TSV,Australia,northern Great Barrier Reef,Cairns,CNS
139,Mesophotic coral-reef environments depress the reproduction of the coral Paramontastraea peresi in the Red Sea,CORAL REEFS,2018,1,10.1007/s00338-017-1648-8,Field-based,"Tel Aviv Univ, Sch Zool, George S Wise Fac Life Sci, IL-69978 Tel Aviv",Israel,Tel Aviv,TLV,Israel,Eilat,Ramon Airport,ETM
140,Hypoxia tolerance in coral-reef triggerfishes (Balistidae),CORAL REEFS,2018,1,10.1007/s00338-017-1649-7,Field-based,"Hawaii Pacific Univ, Dept Nat Sci, 45-045 Kamehameha Hwy, Kaneohe",United States,Kaneohe,NGF,United States,"Waimanalo, Oahu",Honolulu International Airport,HNL
142,Long-term growth rates and effects of bleaching in Acropora hyacinthus,CORAL REEFS,2018,1,10.1007/s00338-018-1656-3,Field-based,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles",United States,NA,NA,American Samoa,NA,NA,NA
143,"The relative importance of regional, local, and evolutionary factors structuring cryptobenthic coral-reef assemblages",CORAL REEFS,2018,3,10.1007/s00338-018-1657-2,Field-based,"World Wildlife Fund, Oceans Conservat, 1250 24th St NW, Washington",United States,NA,NA,French Polynesia,NA,NA,NA
143,"The relative importance of regional, local, and evolutionary factors structuring cryptobenthic coral-reef assemblages",CORAL REEFS,2018,3,10.1007/s00338-018-1657-2,Field-based,"World Wildlife Fund, Oceans Conservat, 1250 24th St NW, Washington",United States,Washington,IAD,Indonesia,Federated States of Micronesia,Pohnpei International Airport,PNI
143,"The relative importance of regional, local, and evolutionary factors structuring cryptobenthic coral-reef assemblages",CORAL REEFS,2018,3,10.1007/s00338-018-1657-2,Field-based,"World Wildlife Fund, Oceans Conservat, 1250 24th St NW, Washington",United States,NA,NA,"Micronesia, Federated States of",NA,NA,NA
145,Shifted Baselines Reduce Willingness to Pay for Conservation,FRONTIERS IN MARINE SCIENCE,2018,0,10.3389/fmars.2018.00048,Field-based,"Colby Coll, Environm Studies Program, Waterville",United States,NA,NA,Japan,NA,NA,NA
146,Coral reef fishes exhibit beneficial phenotypes inside marine protected areas,PLOS ONE,2018,0,10.1371/journal.pone.0193426,Field-based,"Florida Inst Technol, Dept Biol Sci, Melbourne",United States,Melbourne,MEL,Philippines,Luzon,Clark International Airport,CRK
148,Using Seawater to Document Coral-Zoothanthella Diversity: A New Approach to Coral Reef Monitoring Using Environmental DNA,FRONTIERS IN MARINE SCIENCE,2018,1,10.3389/fmars.2018.00028,Field-based,"Univ Tokyo, Atmosphere & Ocean Res Inst, Chiba",Japan,Tokyo,HND,Japan,Okinawa,Okinawa Naha Airport,OKA
150,"Contrasting Responses in the Niches of Two Coral Reef Herbivores Along a Gradient of Habitat Disturbance in the Spermonde Archipelago, Indonesia",FRONTIERS IN MARINE SCIENCE,2018,1,10.3389/fmars.2018.00032,Field-based,"Leibniz Ctr Trop Marine Res, Bremen, Tech Univ Denmark, Ctr Ocean Life, Charlottenlund","Germany, Denmark",NA,NA,Indonesia,NA,NA,NA
151,"Spatio-Temporal Patterns in the Coral Reef Communities of the Spermonde Archipelago, 2012-2014, II: Fish Assemblages Display Structured Variation Related to Benthic Condition",FRONTIERS IN MARINE SCIENCE,2018,4,10.3389/fmars.2018.00036,Field-based,"Leibniz Ctr Trop Marine Res ZMT, Ecol Dept, Bremen, Tech Univ Denmark, Natl Inst Aquat Resources DTU Aqua, Ctr Ocean Life, Lyngby, Univ Bremen, Fac Biol & Chem FB2, Bremen","Germany, Denmark",NA,NA,Indonesia,NA,NA,NA
152,"Spatio-Temporal Patterns in Coral Reef Communities of the Spermonde Archipelago, 2012-2014, I: Comprehensive Reef Monitoring of Water and Benthic Indicators Reflect Changes in Reef Health",FRONTIERS IN MARINE SCIENCE,2018,5,10.3389/fmars.2018.00033,Field-based,"Leibniz Ctr Trop Marine Res, Bremen",Germany,NA,NA,Indonesia,NA,NA,NA
154,Seasonal dynamics of the juvenile fish community structure in the Maowei Sea mangroves,PLOS ONE,2018,0,10.1371/journal.pone.0192426,Field-based,"Guangxi Univ, Nanning, Guangxi Provinc, Guilin Univ Technol, Coll Environm Sci & Engn, Guilin, Guangxi Provinc",Peoples R China,NA,NA,China,NA,NA,NA
156,Winners and Losers in Area-Based Management of a Small-Scale Fishery in the Colombian Pacific,FRONTIERS IN MARINE SCIENCE,2018,0,10.3389/fmars.2018.00023,Field-based,"Fdn Talking Oceans, Bogota, Univ York, Environm Dept, York, N Yorkshire","Colombia, United Kingdom",Bogota,BOG,Colombia,Northern Chocó,José Celestino Mutis Airport,BSC
160,Space and time matter in social-ecological vulnerability assessments,MARINE POLICY,2018,1,10.1016/j.marpol.2017.11.027,Field-based,"Lab Excellence CORAIL, Perpignan, Museum Natl Hist Nat, MNHN IRD, UMR208, PALOC, F-75231 Paris, Pontificia Univ Catolica Chile, Ctr Conservac Marina, Fac Ciencias, Alameda 340, Santiago, Pontificia Univ Catolica Chile, Fac Ciencias, Ctr Appl Ecol & Sustainabil CAPES, Alameda 340, Santiago, PSL Res Univ, CRIOBE, USR3278, Natl Ctr Sci Res,CNRS EPHE UPVD, Perpignan","France, Chile",Perpignan,PGF,French Polynesia,Moorea,Fa'a'ā International Airport,PPT
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,1,10.1371/journal.pone.0191448,Field-based,"CORDIO East Africa, Mombasa, Univ Oxford, Dept Zool, Oxford","Kenya, United Kingdom",NA,MBA,Portugal,NA,NA,NA
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,1,10.1371/journal.pone.0191448,Field-based,"CORDIO East Africa, Mombasa, Univ Oxford, Dept Zool, Oxford","Kenya, United Kingdom",NA,MBA,United Kingdom,NA,NA,NA
167,Comparative metabolic ecology of tropical herbivorous echinoids on a coral reef,PLOS ONE,2018,1,10.1371/journal.pone.0190470,Field-based,"Univ Calif Davis, Dept Wildlife Fish & Conservat Biol, Davis, Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, San Diego",United States,NA,NA,United States,NA,NA,NA
169,"The ""Tracked Roaming Transect"" and distance sampling methods increase the efficiency of underwater visual censuses",PLOS ONE,2018,2,10.1371/journal.pone.0190990,Field-based,"Consejo Nacl Invest Cient & Tecn CCT CENPAT CONICE, Ctr Estudio Sistemas Marinos CESIMAR, Blvd Brown, Puerto Madryn, Chubut",Argentina,NA,NA,Spain,NA,NA,NA
173,Coral reef degradation alters the isotopic niche of reef fishes,MARINE BIOLOGY,2017,1,10.1007/s00227-017-3272-0,Field-based,"Univ Nouvelle Caledonie, Inst ISEA, EA 7484, BP R4, Noumea 98851, Univ Nouvelle Caledonie, LabEx Corail, BP R4, Noumea 98851",New Caledonia,NA,NOU,New Caledonia,NA,NA,NA
176,Complex and interactive effects of ocean acidification and temperature on epilithic and endolithic coral-reef turf algal assemblages,CORAL REEFS,2017,3,10.1007/s00338-017-1597-2,Field-based,"Smithsonian Trop Res Inst, Apartado Balboa, Ancon 084303092, Univ Calif San Diego, Ctr Marine Biodivers & Conservat, Scripps Inst Oceanog, 9500 Gilman Dr, San Diego","Panama, United States",NA,NA,French Polynesia,NA,NA,NA
177,High prevalence of homing behaviour among juvenile coral-reef fishes and the role of body size,CORAL REEFS,2017,2,10.1007/s00338-017-1600-y,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Marine Biol & Ecol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
178,Age and intraspecific diversity of resilient Acropora communities in Belize,CORAL REEFS,2017,1,10.1007/s00338-017-1602-9,Field-based,"Washington & Lee Univ, Dept Biol, 204 W Washington St, Lexington",United States,NA,NA,Belize,NA,NA,NA
179,Shelter use by large reef fishes: long-term occupancy and the impacts of disturbance,CORAL REEFS,2017,6,10.1007/s00338-017-1604-7,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Sci & Engn, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
180,"Effects of CO2-driven acidification of seawater on the calcification process in the calcareous hydrozoan Millepora alcicornis (Linnaeus, 1758)",CORAL REEFS,2017,3,10.1007/s00338-017-1605-6,Field-based,"Univ Fed Rio Grande, Inst Oceanog, Av Italia Km 8, BR-96203900 Rio Grande, RS",Brazil,NA,NA,Brazil,NA,NA,NA
181,"Biology and ecology of the vulnerable holothuroid, Stichopus herrmanni, on a high-latitude coral reef on the Great Barrier Reef",CORAL REEFS,2017,1,10.1007/s00338-017-1606-5,Field-based,"Univ Sydney, Sch Med Sci, Sydney, NSW 2006",Australia,NA,NA,Australia,NA,NA,NA
182,"Backreef and beach carbonate sediments of the Red Sea, Saudi Arabia: impacts of reef geometry and currents on sediment composition",CORAL REEFS,2017,0,10.1007/s00338-017-1607-4,Field-based,"Florida Gulf Coast Univ, UA Whitaker Coll Engn, 10501 FGCU Blvd South, Ft Myers",United States,NA,NA,Saudi Arabia,NA,NA,NA
184,Assessing the utility of eDNA as a tool to survey reef-fish communities in the Red Sea,CORAL REEFS,2017,6,10.1007/s00338-017-1618-1,Field-based,"Curtin Univ, Dept Environm & Agr, Trace & Environm DNA Lab, Perth, WA 6102",Australia,NA,NA,Saudi Arabia,NA,NA,NA
186,Social structure affects mating competition in a damselfish,CORAL REEFS,2017,0,10.1007/s00338-017-1623-4,Field-based,"Norwegian Univ Sci & Technol, Dept Biol, N-7491 Trondheim",Norway,NA,NA,Australia,NA,NA,NA
187,Some anemonefish lack personality: a comparative assessment of behavioral variation and repeatability in relation to environmental and social factors,CORAL REEFS,2017,1,10.1007/s00338-017-1625-2,Field-based,"Univ Wollongong, Sch Biol Sci, Ctr Sustainable Ecosyst Solut, Northfields Ave, Wollongong, NSW 2522",Australia,NA,NA,Australia,NA,NA,NA
188,Production of three symbiosis-related fatty acids by Symbiodinium types in clades A-F associated with marine invertebrate larvae,CORAL REEFS,2017,3,10.1007/s00338-017-1627-0,Field-based,"Univ Sao Paulo, Oceanog Inst, Praca Oceanog 191, BR-05508120 Sao Paulo, SP",Brazil,NA,NA,Brazil,NA,NA,NA
190,Conventional and technical diving surveys reveal elevated biomass and differing fish community composition from shallow and upper mesophotic zones of a remote United States coral reef,PLOS ONE,2017,1,10.1371/journal.pone.0188598,Field-based,"NOAA, Natl Marine Fisheries Serv, Southeast Fisheries Sci Ctr, Beaufort Lab, Beaufort",United States,NA,NA,United States,NA,NA,NA
191,Altered juvenile fish communities associated with invasive Halophila stipulacea seagrass habitats in the US Virgin Islands,PLOS ONE,2017,1,10.1371/journal.pone.0188386,Field-based,"Univ Virgin Islands, Ctr Marine & Environm Studies, St Thomas",United States,NA,NA,United States Virgin Islands,NA,NA,NA
193,Detecting conservation benefits of marine reserves on remote reefs of the northern GBR,PLOS ONE,2017,1,10.1371/journal.pone.0186146,Field-based,"Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, Brisbane, Qld",Australia,NA,BNE,Australia,NA,NA,NA
196,A deep transcriptomic resource for the copepod crustacean Labidocera madurae: A potential indicator species for assessing near shore ecosystem health,PLOS ONE,2017,5,10.1371/journal.pone.0186794,Field-based,"Univ Hawaii Manoa, Bekesy Lab Neurobiol, Honolulu",United States,NA,NA,United States,NA,NA,NA
201,"Extreme passive acoustic telemetry detection variability on a mesophotic coral reef, United States Virgin Islands",MARINE BIOLOGY,2017,0,10.1007/s00227-017-3213-y,Field-based,"Univ Virgin Isl, Ctr Marine & Environm Studies, 2 John Brewers Bay, St Thomas",United States,NA,NA,United States Virgin Islands,NA,NA,NA
203,The economic contribution of the muck dive industry to tourism in Southeast Asia,MARINE POLICY,2017,7,10.1016/j.marpol.2017.05.033,Field-based,"Curtin Univ, Dept Environm & Agr, Perth, WA",Australia,NA,NA,Indonesia,NA,NA,NA
203,The economic contribution of the muck dive industry to tourism in Southeast Asia,MARINE POLICY,2017,7,10.1016/j.marpol.2017.05.033,Field-based,"Curtin Univ, Dept Environm & Agr, Perth, WA",Australia,NA,NA,Philippines,NA,NA,NA
204,Submerged oceanic shoals of north Western Australia are a major reservoir of marine biodiversity,CORAL REEFS,2017,1,10.1007/s00338-017-1564-y,Field-based,"Australian Inst Marine Sci, Indian Ocean Marine Res Ctr, 35 Stirling Highway, Perth, WA 6009, CSIRO, Oceans & Atmosphere Flagship, PMB 5, Floreat, WA 6014, Curtin Univ, Dept Environm & Agr, Bentley Campus, Bentley, WA 6102, Univ Western Australia, Sch Earth & Environm, 35 Stirling Highway, Crawley, WA 6009",Australia,NA,NA,Australia,NA,NA,NA
206,Changes in mesophotic reef fish assemblages along depth and geographical gradients in the Northwestern Hawaiian Islands,CORAL REEFS,2017,0,10.1007/s00338-017-1569-6,Field-based,"Natl Ocean Serv, Papahanaumokuakea Marine Natl Monument, NOAA, Honolulu, Univ Hawaii, Joint Inst Marine & Atmospher Res, Honolulu",United States,NA,NA,United States,NA,NA,NA
207,Reef-fish larval dispersal patterns validate no-take marine reserve network connectivity that links human communities,CORAL REEFS,2017,2,10.1007/s00338-017-1570-0,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Coll Sci & Engn, Townsville, Qld, Silliman Univ, Angelo King Ctr Res & Environm Management SUAKCRE, Dumaguete","Australia, Philippines",NA,TSV,Philippines,NA,NA,NA
209,The distribution and abundance of reef-associated predatory fishes on the Great Barrier Reef,CORAL REEFS,2017,3,10.1007/s00338-017-1573-x,Field-based,"Australian Inst Marine Sci, Townsville Mail Ctr, PMB 3, Townsville, Qld 4810",Australia,NA,TSV,Australia,NA,NA,NA
210,Localised hydrodynamics influence vulnerability of coral communities to environmental disturbances,CORAL REEFS,2017,5,10.1007/s00338-017-1576-7,Field-based,"Marine Sci Program, Sci & Conservat Div, Dept Pk & Wildlife, Kensington, WA",Australia,NA,NA,Australia,NA,NA,NA
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,NA,VER,Bahamas,NA,NA,NA
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,NA,VER,Belize,NA,NA,NA
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,NA,VER,Brazil,NA,NA,NA
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,NA,VER,Colombia,NA,NA,NA
